url,URL Relevance,NumberOfRetweets,Hashtag,Mention,Max Retweets,PercentMatch,Tweets:Followers,Followers,Relevant
true,false,0,No,No,false,60.0,2.8066298342541436,543,true
true,false,0,No,No,false,59.52380952380952,7.818941504178273,718,true
true,true,0,No,No,false,32.520325203252035,9.378712871287128,404,true
false,false,0,No,No,false,80.0,13794.0,1,true
false,false,0,No,No,false,76.92307692307693,Infinity,0,true
false,false,0,No,No,false,76.92307692307693,658.8157894736842,38,true
false,false,0,No,No,false,100.0,5.398630136986301,730,true
false,false,0,No,No,false,83.33333333333333,2.1986842105263156,1520,true
false,false,0,No,No,false,49.01960784313725,40.987300094073376,2126,true
true,true,0,No,No,false,48.78048780487805,8.057618437900128,781,true
false,false,0,No,No,false,54.054054054054056,75.17703349282297,209,true
true,false,0,No,Yes,false,42.016806722689076,17.411678832116788,685,true
true,true,0,No,No,false,37.5,Infinity,0,true
true,false,0,Yes,No,false,31.578947368421055,Infinity,0,true
true,true,0,No,Yes,false,31.496062992125985,9.286513710128707,1787,true
true,false,0,No,No,false,47.24409448818898,41.17477562588569,2117,true
true,true,0,No,No,false,32.25806451612903,11576.0,1,true
true,false,0,No,No,false,40.0,2773.974358974359,39,true
true,false,0,No,No,false,86.95652173913044,11.946688206785137,619,true
true,false,0,No,No,false,74.07407407407408,21.839506172839506,81,true
true,false,0,No,No,false,51.948051948051955,10.287531806615776,393,false
true,false,0,No,No,false,54.54545454545454,6953.0,1,true
true,false,0,No,No,false,51.948051948051955,12.221374045801527,524,false
true,true,0,No,Yes,false,44.11764705882353,10.066752246469832,1558,true
true,false,0,No,No,false,50.0,16.8797507788162,1605,false
true,false,0,No,No,false,37.03703703703704,2.0757575757575757,396,true
true,false,0,No,No,false,44.11764705882353,3.3681592039800994,402,true
false,false,0,No,No,false,100.0,2.43130118289354,1099,true
true,false,0,Yes,No,false,35.39823008849557,12.667279411764707,544,true
true,false,0,No,No,false,32.0,33.766500622665006,1606,true
true,true,0,No,Yes,false,15.384615384615385,56.838095238095235,105,true
true,true,0,No,No,false,32.25806451612903,3.193548387096774,1767,true
false,false,0,No,No,false,57.14285714285714,329.875,24,true
true,false,0,No,No,false,25.64102564102564,20.287769784172664,417,true
false,false,0,No,No,false,0.0,1.0649895178197064,477,false
true,false,0,No,No,false,39.37007874015748,9.725622406639005,1928,true
false,false,0,No,No,false,81.08108108108108,8.565741225772657,1909,true
false,false,0,No,No,false,15.384615384615385,7.403949730700179,1671,true
true,false,0,No,No,false,53.333333333333336,18.942831215970962,1102,true
true,false,0,No,No,false,39.0625,1.1209395302348826,2001,true
true,false,0,Yes,No,false,30.76923076923077,5.123394874621107,18145,false
false,false,0,No,No,false,0.0,89.77981651376147,218,true
false,false,0,No,Yes,false,24.0,11.919082510353617,3139,true
true,false,0,No,No,false,15.503875968992247,0.5252058646314521,4979,false
false,false,0,No,No,false,21.052631578947366,535.3809523809524,63,false
true,false,0,No,No,false,23.62204724409449,813.3589743589744,39,true
true,false,0,No,No,false,32.25806451612903,163.05769230769232,52,false
true,true,0,No,No,false,26.666666666666668,6.694581280788177,203,false
true,false,0,No,No,false,26.666666666666668,37.273049645390074,282,true
true,false,0,No,No,false,15.748031496062993,61.874089490114464,961,false
false,false,0,No,No,false,22.22222222222222,10.51657458563536,3258,false
true,false,0,No,No,false,16.129032258064516,71.14571428571429,350,false
false,false,0,Yes,Yes,false,27.27272727272727,2.635135135135135,74,false
true,false,0,No,No,false,17.857142857142858,0.6434108527131783,258,false
true,false,0,No,No,false,32.25806451612903,380.7857142857143,70,true
false,false,0,No,No,false,43.47826086956522,1.8761160714285714,1792,false
true,false,0,No,No,false,21.27659574468085,11.616532007458048,1609,true
true,false,0,No,No,false,8.695652173913043,8.030459770114943,1740,false
true,false,0,No,No,false,7.874015748031496,2.1070234113712374,1495,false
false,false,0,No,No,false,16.949152542372882,123.7699530516432,213,false
false,false,0,No,Yes,false,23.25581395348837,71.07088607594936,395,false
false,false,0,No,No,false,22.900763358778626,2.2857142857142856,77,false
false,false,0,No,Yes,false,12.658227848101266,6.2945,2000,false
false,false,0,Yes,No,false,103.44827586206897,14.652694610778443,1002,false
true,false,0,Yes,No,false,66.66666666666667,7.001302931596091,1535,false
true,false,0,No,Yes,false,51.724137931034484,0.7972972972972973,74,true
false,false,0,No,Yes,false,32.25806451612903,5.142487046632124,386,true
true,false,0,No,Yes,false,35.294117647058826,6.900990099009901,101,false
true,false,0,Yes,No,false,35.294117647058826,76.59550561797752,445,false
true,true,0,No,No,false,25.64102564102564,1038.1012658227849,79,true
true,false,0,No,No,false,37.9746835443038,18.458333333333332,24,true
true,true,0,No,No,false,26.08695652173913,4.192575406032483,431,true
true,false,0,No,No,false,52.63157894736842,5611.1,10,true
true,true,0,No,No,false,30.612244897959183,0.7613409415121255,7010,true
false,false,0,Yes,No,false,10.0,10.065217391304348,138,true
true,false,0,Yes,No,false,26.31578947368421,1.7846153846153847,65,true
true,false,0,No,Yes,false,25.423728813559325,Infinity,0,false
true,false,0,No,No,false,15.384615384615385,5.302631578947368,380,true
true,false,0,Yes,Yes,false,24.0,20.251833740831295,409,false
false,false,0,No,No,false,18.867924528301884,16.51058201058201,378,true
false,false,0,No,No,false,21.73913043478261,15.786163522012579,318,false
false,false,0,No,No,false,32.25806451612903,16.21139705882353,544,true
false,false,0,No,Yes,false,41.666666666666664,6.859934853420196,307,false
true,false,0,No,No,false,27.027027027027028,31.181268882175228,662,false
true,false,0,No,Yes,false,23.52941176470588,1.4119718309859155,284,false
false,false,0,No,No,false,35.714285714285715,592.8909090909091,55,false
false,false,0,No,No,false,17.543859649122805,456.017094017094,117,false
true,false,0,Yes,No,false,9.345794392523365,Infinity,0,false
true,false,0,No,No,false,25.0,11.073863636363637,176,true
true,false,0,No,No,false,8.474576271186441,675.475,40,false
true,false,0,No,No,false,17.094017094017097,3.0833333333333335,12,false
false,false,0,No,Yes,false,20.0,5.22809667673716,1986,false
true,false,0,No,No,false,16.528925619834713,2.830769230769231,195,false
false,false,0,No,No,false,9.523809523809526,17.22222222222222,9,false
false,false,0,No,Yes,false,16.0,4.3,20,false
false,false,0,No,No,false,11.627906976744185,4238.723404255319,47,false
false,false,0,No,Yes,false,15.625,23.61904761904762,84,false
false,false,0,Yes,No,false,7.6923076923076925,11.43003064351379,979,false
false,false,0,No,No,false,16.260162601626018,0.7553191489361702,94,false
false,false,0,No,No,false,17.094017094017097,23.822580645161292,62,false
false,false,0,No,Yes,false,16.528925619834713,23.078125,64,false
true,false,0,No,No,false,16.0,28.67485779294653,4395,false
false,false,0,No,No,false,9.70873786407767,1.6779661016949152,59,false
false,false,0,No,No,false,15.384615384615385,13.0,54,false
true,false,0,No,No,false,15.384615384615385,0.22983803640006678,23956,false
false,false,0,No,No,false,22.727272727272727,0.9774774774774775,222,false
false,false,0,No,No,false,0.0,3.517611026033691,653,false
false,false,0,No,Yes,false,15.748031496062993,50.97099447513812,724,false
false,false,0,No,Yes,false,14.084507042253522,0.9311348205625606,1031,false
false,false,0,No,Yes,false,15.267175572519083,10.581881533101045,287,false
false,false,0,No,Yes,false,0.0,149.57601713062098,467,false
false,false,0,No,No,false,15.503875968992247,36.125,56,false
false,false,0,No,No,false,0.0,8.726315789473684,95,false
false,false,0,No,No,false,17.241379310344826,19.406593406593405,91,false
false,false,0,Yes,No,false,14.705882352941176,8.670796460176991,565,false
false,false,0,No,No,false,14.705882352941176,0.1744186046511628,258,false
false,false,0,No,No,false,49.18032786885246,2.0444444444444443,270,true
true,false,0,No,No,false,47.61904761904761,19.598198198198197,555,false
true,false,0,No,No,false,35.08771929824561,31.5800464037123,431,false
true,false,0,No,No,false,24.390243902439025,0.48936170212765956,188,false
false,false,0,Yes,Yes,false,22.47191011235955,19.245283018867923,106,false
false,false,0,No,Yes,false,0.0,0.23529411764705882,17,false
true,false,0,No,No,false,29.41176470588235,Infinity,0,false
true,false,0,No,No,false,10.101010101010102,903.1666666666666,6,false
false,false,0,No,Yes,false,23.25581395348837,2.7423312883435584,326,false
true,false,0,No,No,false,8.264462809917356,4.345128205128205,1950,false
true,false,0,No,No,false,16.0,41.17477562588569,2117,false
false,false,0,Yes,No,false,0.0,4.650793650793651,63,false
true,false,0,No,No,false,7.575757575757576,Infinity,0,false
false,false,0,No,No,false,0.0,17.733485193621867,439,false
true,false,0,No,No,false,7.936507936507936,28.50125085285422,4397,false
true,false,0,No,No,false,16.528925619834713,3.1163419408968025,10727,false
false,false,0,No,No,false,0.0,26.388204225352112,1136,false
false,false,0,No,No,false,15.151515151515152,5.3671875,128,false
false,false,0,No,No,false,0.0,23.62857142857143,105,false
false,false,0,No,No,false,33.333333333333336,50.300666032350144,1051,false
true,false,0,No,No,false,31.25,182.33333333333334,6,false
true,false,0,No,No,false,17.241379310344826,8.694267515923567,314,false
true,false,0,No,No,false,18.51851851851852,20902.0,1,false
false,false,0,No,No,false,22.47191011235955,2.6923076923076925,13,true
false,false,0,No,Yes,false,24.691358024691358,2.770916334661355,2008,false
false,false,0,No,Yes,false,26.31578947368421,0.5357142857142857,28,false
false,false,0,No,Yes,false,20.202020202020204,7.111940298507463,268,false
false,false,0,No,No,false,0.0,13.818181818181818,22,false
false,false,0,No,Yes,false,7.8125,16.27536231884058,138,false
false,false,0,Yes,No,false,41.666666666666664,115.35593220338983,59,false
false,false,0,No,Yes,false,22.22222222222222,31.913793103448278,116,false
true,false,0,Yes,No,false,16.129032258064516,18.335010060362173,1988,false
false,false,0,No,Yes,false,0.0,79.2289156626506,83,false
true,false,0,No,No,false,7.874015748031496,244.8,10,false
false,false,0,No,Yes,false,0.0,0.1891891891891892,74,false
true,false,0,No,No,false,51.28205128205128,3.243875765529309,4572,false
true,true,0,No,No,false,21.73913043478261,12.191652470187394,1174,false
true,true,0,No,No,false,21.73913043478261,5.082832618025751,2330,false
true,false,0,No,No,false,33.333333333333336,9.352730985196528,1959,false
true,true,0,No,No,false,15.873015873015872,1.5325714285714285,875,true
true,false,0,Yes,No,false,35.08771929824561,48.505039498774174,3671,false
true,false,0,Yes,No,false,17.857142857142858,48.58746594005449,3670,false
false,false,0,No,No,false,117.6470588235294,1069.923076923077,13,false
true,false,0,No,No,false,19.41747572815534,9.690909090909091,55,true
false,false,0,No,Yes,false,25.0,0.8435374149659864,294,true
true,false,0,No,No,false,14.925373134328359,1448.0,1,true
true,false,0,No,No,false,35.714285714285715,1378.0,1,false
true,false,0,No,Yes,false,14.492753623188406,2.2473734479465137,1047,false
true,false,0,No,Yes,false,24.390243902439025,2.740119760479042,1670,false
true,false,0,Yes,No,false,0.0,65.91603773584906,1060,false
true,false,0,No,No,false,17.857142857142858,23371.0,1,false
true,false,0,No,No,false,10.309278350515465,6.7114093959731544,596,false
true,false,0,Yes,No,false,26.666666666666668,4.245087900723888,1934,true
true,false,0,No,No,false,13.333333333333334,45.00801603206413,499,false
